community	medium	key1	key2	data
comm_22_450	complete	mip	ni	3mb,4abz,acald,adn,ala_B,asn__L,bz,chols,cit,dha,dxyl,fe3dcit,fru,glc__D,glyald,glyc,glyc3p,ile__L,lys__L,met__L,nmn,no2,no3,o2,orn,ribflv,so4,thm,thr__L,thym,uaagmda
comm_22_450	complete	mip	i	adn,chols,cit,dxyl,fe3dcit,fru,glc__D,glyald,glyc3p,met__L,nmn,no2,no3,o2,ribflv,so4,thm
comm_22_450	complete	mro	community	cellb,chols,cit,dextrin,dxyl,fe3dcit,glyald,met__L,nmn,no,no2,no3,o2,ribflv,so4,thm
comm_22_450	complete	mro	Acidovorax_soli_DSM_25157	cit,no3,o2,so4
comm_22_450	complete	mro	Aquincola_tertiaricarbonis_MIMtkpLc11	nmn,o2,ptrc,so4
comm_22_450	complete	mro	Arenimonas_oryziterrae_DSM_21050_YC6267	cit,lys__L,nmn,o2,orn,pnto__R,so4
comm_22_450	complete	mro	Bacillus_circulans_NBRC_13626	glyc3p,no2,o2,so4
comm_22_450	complete	mro	Bacillus_mycoides_ATCC_6462	glyc,o2,so4,uaagmda
comm_22_450	complete	mro	Devosia_insulae_DS_56	asn__L,dxyl,met__L,o2,ribflv,so4
comm_22_450	complete	mro	Edaphobacter_aggregans_DSM_19364	glc__D,nh4,o2,so4
comm_22_450	complete	mro	Flavobacterium_succinicans_LMG_10402	cit,no2,o2,so4
comm_22_450	complete	mro	Geobacter_bemidjiensis_Bem	glyc,nh4,o2,so4
comm_22_450	complete	mro	Hyalangium_minutum_DSM_14724	cit,ile__L,leu__L,o2,so4,thr__L
comm_22_450	complete	mro	Lacunisphaera_limnophila_IG16b	4abz,cit,glyc,h2s,nh4,o2,so4,thym
comm_22_450	complete	mro	Massilia_timonae_NEU	ala__L,o2,pnto__R,so4
comm_22_450	complete	mro	Methylibium_petroleiphilum_PM1	acald,nh4,o2,so4
comm_22_450	complete	mro	Methylocapsa_palsarum_NE2	asn__L,cit,nh4,o2,so4
comm_22_450	complete	mro	Micromonospora_rosaria_DSM_803	asp__L,chols,met__L,o2
comm_22_450	complete	mro	Mycobacterium_moriokaense_CIP105393	cit,glyald,nh4,o2,so4
comm_22_450	complete	mro	Niabella_ginsenosidivorans_BS26	adn,asn__L,glc__D,his__L,o2,pro__L,so4
comm_22_450	complete	mro	Pseudonocardia_acaciae_DSM_45401	acald,no3,so4
comm_22_450	complete	mro	Pseudorhodoplanes_sinuspersici_RIPI110	cit,nh4,o2,so4
comm_22_450	complete	mro	Rhizobium_leguminosarum_OV483	asn__L,fe3dcit,o2,so4
comm_22_450	complete	mro	Simplicispira_psychrophila_DSM_11588	acald,nh4,o2,so4
